,L1,YEAR,PR,D,F,DOLLARS,L2,OUTLET,UNITS
0,0,2008,209,11,931,7096.06,4,0,1728
1,1,2008,262,95,1448,6263.88,10,0,4362
2,2,2008,39,0,208,1120.32,14,0,430
3,0,2009,290,44,1150,7665.73,4,0,1632
4,1,2009,324,258,1686,7898.74,10,0,5051
5,2,2009,51,0,244,1312.32,14,0,420
6,0,2010,296,81,1242,8726.99,4,0,1972
7,1,2010,359,132,1763,7721.47,10,0,5163
8,2,2010,53,0,215,1112.83,14,0,355
9,0,2011,224,5,1122,9244.18,4,0,1763
10,1,2011,380,200,1838,8208.54,10,0,4959
11,2,2011,60,0,211,983.82,14,0,302
12,0,2007,3,3,13,161.81,4,0,50
13,1,2007,9,0,24,102.38,12,0,63
14,2,2007,0,0,2,16.66,14,0,4
15,0,2008,102,68,523,6556.83,4,0,1561
16,1,2008,151,280,1125,5738.59,10,0,3302
17,2,2008,10,3,80,760.0,14,0,153
18,0,2009,173,158,650,7132.84,4,0,1496
19,1,2009,188,265,1108,5634.61,10,0,3009
20,2,2009,15,2,73,865.81,14,0,158
21,0,2010,289,153,980,10174.38,4,0,2378
22,1,2010,245,304,1200,5558.95,10,0,3050
23,2,2010,27,2,105,820.24,14,0,168
24,0,2011,322,109,1196,14778.83,4,0,2720
25,1,2011,172,249,1174,5824.1,10,0,3188
26,2,2011,26,0,136,1074.03,14,0,220
27,0,2007,0,0,6,38.2,4,0,10
28,1,2007,2,4,18,148.58,8,0,103
29,2,2007,0,0,3,23.55,14,0,5
30,0,2008,28,0,480,3555.39,4,0,667
31,1,2008,207,271,1337,14063.92,8,0,9972
32,2,2008,3,0,159,1319.85,14,0,245
33,0,2009,31,8,453,3531.73,4,0,600
34,1,2009,247,395,1689,16523.85,10,0,10310
35,2,2009,0,1,130,1056.09,14,0,181
36,0,2010,48,36,377,3015.52,4,0,461
37,1,2010,185,587,1899,16834.3,10,0,10750
38,2,2010,7,4,103,797.79,14,0,129
39,0,2011,35,37,331,3083.77,4,0,457
40,1,2011,167,443,1810,15847.39,10,0,9871
41,2,2011,5,0,71,564.05,14,0,95
42,0,2007,4,0,17,120.33,6,0,30
43,1,2007,18,16,59,242.62,10,0,176
44,2,2007,1,0,8,37.41,14,0,24
45,0,2008,294,0,1346,12411.02,4,0,2675
46,1,2008,448,566,2076,12300.2,10,0,8617
47,2,2008,65,0,288,1430.14,14,0,525
48,0,2009,312,45,1243,10355.96,4,0,2098
49,1,2009,362,532,1907,13315.84,10,0,7847
50,2,2009,69,0,288,1508.88,14,0,490
51,0,2010,299,17,1347,10815.71,4,0,2303
52,1,2010,485,532,2116,13714.71,10,0,8368
53,2,2010,74,0,271,1420.64,14,0,479
54,0,2011,322,18,1321,12077.77,4,0,2280
55,1,2011,370,275,1940,12511.53,10,0,6796
56,2,2011,57,0,231,1079.62,14,0,356
57,0,2007,11,0,29,427.61,4,0,94
58,1,2007,15,15,79,985.66,10,0,595
59,2,2007,1,0,12,166.13,14,0,82
60,0,2008,411,3,2055,36072.27,4,0,7185
61,1,2008,312,576,2430,43991.34,10,0,23728
62,2,2008,73,0,466,6950.02,14,0,2263
63,0,2009,510,29,1978,36642.7,4,0,6895
64,1,2009,370,479,2468,47195.7,10,0,22592
65,2,2009,98,4,484,6599.68,14,0,1743
66,0,2010,424,41,2013,35493.82,4,0,7194
67,1,2010,426,553,2915,49089.85,10,0,24377
68,2,2010,80,13,462,6585.46,14,0,1793
69,0,2011,425,11,2115,45052.16,4,0,7640
70,1,2011,678,953,3815,60572.4,10,0,28036
71,2,2011,97,10,498,7494.72,14,0,1975
72,0,2007,3,0,13,100.71,4,0,15
73,1,2007,9,1,35,177.84,10,0,155
74,2,2007,1,0,2,32.09,14,0,11
75,0,2008,178,28,895,6990.13,4,0,1277
76,1,2008,228,197,1298,6639.49,10,0,4952
77,2,2008,55,7,225,1267.47,14,0,387
78,0,2009,208,13,808,5653.93,4,0,1053
79,1,2009,227,133,1370,6260.38,10,0,4084
80,2,2009,49,0,197,995.54,14,0,310
81,0,2010,225,77,852,5508.11,6,0,1172
82,1,2010,293,101,1482,6827.07,10,0,4133
83,2,2010,48,1,216,822.88,14,0,245
84,0,2011,201,116,732,5694.22,6,0,1018
85,1,2011,420,222,1706,8071.89,10,0,5419
86,2,2011,23,0,98,454.96,14,0,116
87,0,2007,8,4,30,319.47,4,0,63
88,1,2007,11,8,46,184.82,10,0,171
89,2,2007,2,0,8,97.09,14,0,31
90,0,2008,295,95,1542,17734.17,4,0,3153
91,1,2008,303,282,1401,8124.35,10,0,5224
92,2,2008,66,10,301,3346.11,14,0,1030
93,0,2009,291,41,1366,19372.24,4,0,3400
94,1,2009,454,551,2021,13429.35,10,0,8328
95,2,2009,63,1,326,3685.28,14,0,1041
96,0,2010,355,117,1402,20948.81,4,0,3826
97,1,2010,422,509,2168,13284.08,10,0,8641
98,2,2010,55,10,331,3360.41,14,0,1024
99,0,2011,388,211,1373,23393.63,4,0,3701
100,1,2011,493,303,2227,13982.11,10,0,8213
101,2,2011,43,0,194,1987.23,14,0,538
102,0,2007,8,0,21,214.99,4,0,70
103,1,2007,16,13,73,535.86,10,0,434
104,2,2007,1,0,10,115.54,14,0,76
105,0,2008,408,10,1578,25447.71,4,0,5904
106,1,2008,488,711,2434,22537.02,10,0,17452
107,2,2008,110,0,392,6036.64,14,0,2269
108,0,2009,422,132,1471,24183.11,4,0,5398
109,1,2009,417,890,2408,25259.24,10,0,18537
110,2,2009,103,16,344,4589.7,14,0,1592
111,0,2010,377,58,1602,22655.28,4,0,5203
112,1,2010,465,681,2550,24562.63,10,0,17190
113,2,2010,90,4,371,4011.36,14,0,1394
114,0,2011,390,5,1508,23335.0,4,0,4560
115,1,2011,438,286,2381,23325.47,10,0,15356
116,2,2011,89,2,358,2967.02,14,0,997
117,0,2007,1,2,11,150.14,4,0,26
118,1,2007,9,17,26,70.58,10,0,54
119,2,2007,2,2,5,20.33,14,0,7
120,0,2008,161,132,698,5654.94,4,0,949
121,1,2008,293,453,1558,5995.99,10,0,4120
122,2,2008,36,32,119,495.08,14,0,159
123,0,2009,167,0,630,4815.26,4,0,792
124,1,2009,292,157,1733,7457.47,10,0,4562
125,2,2009,42,0,158,668.68,14,0,207
126,0,2010,156,0,647,4541.26,4,0,788
127,1,2010,414,574,2001,7449.99,10,0,4505
128,2,2010,32,0,148,596.15,14,0,182
129,0,2011,124,2,575,4307.71,6,0,654
130,1,2011,520,668,1727,6952.16,10,0,4213
131,2,2011,20,0,71,275.38,14,0,77
132,0,2007,4,2,19,177.27,4,0,59
133,1,2007,11,6,42,201.17,8,0,171
134,2,2007,1,0,5,37.62,14,0,38
135,0,2008,264,7,1099,10259.71,4,0,2475
136,1,2008,343,414,1693,10591.1,10,0,8474
137,2,2008,61,3,232,2400.88,14,0,912
138,0,2009,256,25,982,8670.54,4,0,2027
139,1,2009,247,275,1300,9677.79,10,0,6993
140,2,2009,58,9,237,1671.06,14,0,534
141,0,2010,256,8,1064,9330.74,4,0,2460
142,1,2010,310,201,1604,10377.65,10,0,7766
143,2,2010,55,0,249,1452.81,14,0,506
144,0,2011,209,13,886,7370.98,4,0,1789
145,1,2011,288,116,1434,9106.12,10,0,6439
146,2,2011,46,0,205,1010.48,14,0,327
147,0,2007,2,0,7,64.41,4,0,9
148,1,2007,4,0,22,25.18,10,0,18
149,2,2007,2,0,4,14.95,14,0,5
150,0,2008,77,10,356,1981.26,4,0,408
151,1,2008,96,30,432,732.55,10,0,467
152,2,2008,20,0,79,320.84,14,0,106
153,0,2007,7,4,26,176.17,4,0,37
154,1,2007,20,9,68,274.4,10,0,219
155,2,2007,2,0,9,54.42,14,0,18
156,0,2008,293,35,1435,13977.46,4,0,2488
157,1,2008,409,500,2091,11912.28,10,0,8294
158,2,2008,69,0,276,1796.14,14,0,593
159,0,2009,330,58,1293,13725.58,4,0,2597
160,1,2009,346,550,1891,12886.83,10,0,8506
161,2,2009,80,0,292,1818.5,14,0,577
162,0,2010,337,100,1271,12740.53,4,0,2373
163,1,2010,549,646,2206,13829.85,10,0,8857
164,2,2010,81,2,277,1545.13,14,0,471
165,0,2011,318,48,1207,12794.57,4,0,2174
166,1,2011,816,525,2262,12628.75,10,0,8118
167,2,2011,71,3,183,1086.19,14,0,318
168,0,2007,5,5,12,61.02,4,0,11
169,1,2007,5,4,20,24.79,10,0,19
170,2,2007,3,4,3,15.66,14,0,4
171,0,2008,30,40,109,464.48,4,0,97
172,1,2008,128,105,497,927.54,10,0,651
173,2,2008,20,29,43,200.51,14,0,52
174,0,2009,18,6,70,194.31,4,0,39
175,1,2009,153,152,472,985.54,10,0,697
176,2,2009,5,1,16,89.22,14,0,24
177,0,2010,96,52,416,1607.56,4,0,305
178,1,2010,147,101,523,1261.11,10,0,815
179,2,2010,5,0,24,72.83,14,0,17
180,0,2011,84,15,300,1416.8,4,0,239
181,1,2011,183,122,569,1367.32,10,0,906
182,2,2011,5,0,21,88.13,14,0,21
183,0,2007,2,0,5,13.07,4,0,3
184,1,2007,3,12,13,25.82,10,0,13
185,2,2007,0,0,1,2.69,14,0,1
186,0,2008,67,6,305,1228.19,4,0,218
187,1,2008,245,468,599,1099.88,10,0,688
188,2,2008,16,0,69,149.22,14,0,48
189,0,2009,88,38,330,1221.47,4,0,213
190,1,2009,235,354,563,1070.44,10,0,655
191,2,2009,3,2,32,88.42,14,0,26
192,0,2010,92,26,344,1347.38,4,0,244
193,1,2010,209,293,575,1117.67,10,0,663
194,2,2010,9,0,40,88.14,14,0,26
195,0,2011,102,21,366,1695.48,4,0,278
196,1,2011,226,366,590,1240.28,10,0,830
197,2,2011,0,0,14,57.44,14,0,17
198,0,2007,5,2,20,117.04,4,0,22
199,1,2007,10,9,32,87.83,10,0,40
200,2,2007,1,1,2,11.66,14,0,4
201,0,2008,176,114,685,3535.87,4,0,639
202,1,2008,454,526,1146,3435.9,10,0,1909
203,2,2008,20,25,76,287.83,14,0,93
204,0,2009,152,46,541,2717.34,4,0,500
205,1,2009,388,538,1103,3637.07,10,0,1852
206,2,2009,16,13,53,241.94,14,0,74
207,0,2010,149,67,572,3171.3,4,0,559
208,1,2010,348,468,1148,3301.56,10,0,1715
209,2,2010,19,4,62,191.59,14,0,52
210,0,2011,139,41,532,3596.76,4,0,542
211,1,2011,340,425,1090,3292.6,10,0,1716
212,2,2011,6,0,27,126.26,14,0,32
213,0,2007,2,2,6,8.49,4,0,2
214,1,2007,5,1,15,12.4,8,0,12
215,2,2007,1,0,1,5.98,14,0,2
216,0,2008,87,12,419,1754.42,4,0,345
217,1,2008,156,155,634,1028.84,10,0,640
218,2,2008,11,3,59,141.28,14,0,46
219,0,2009,104,75,381,1420.25,4,0,294
220,1,2009,144,164,538,947.06,10,0,566
221,2,2009,12,5,55,151.33,14,0,46
222,0,2010,128,64,512,1940.11,4,0,398
223,1,2010,161,177,480,888.69,10,0,559
224,2,2010,15,0,65,165.83,14,0,59
225,0,2011,123,31,435,1943.37,4,0,350
226,1,2011,193,127,544,1104.87,10,0,706
227,2,2011,7,0,41,110.99,14,0,39
228,0,2007,0,0,4,22.98,4,0,4
229,1,2007,2,4,5,4.53,8,0,5
230,0,2008,56,14,313,1330.56,4,0,215
231,1,2008,200,285,582,1176.89,10,0,774
232,2,2008,19,0,55,161.88,14,0,44
233,0,2009,58,10,234,1191.88,4,0,196
234,1,2009,293,404,653,1773.16,10,0,1039
235,2,2009,8,0,36,145.28,14,0,37
236,0,2010,91,62,324,1238.32,4,0,236
237,1,2010,377,454,787,2216.77,10,0,1161
238,2,2010,9,0,54,173.11,14,0,45
239,0,2011,75,83,299,1571.73,4,0,220
240,1,2011,317,399,688,1800.48,10,0,955
241,2,2011,5,2,21,109.26,14,0,27
242,1,2007,4,2,11,26.0,8,0,15
243,0,2008,24,27,87,318.95,4,0,71
244,1,2008,83,52,325,457.76,10,0,314
245,2,2008,0,0,1,3.99,14,0,1
246,0,2007,1,0,3,2.22,4,0,1
247,1,2007,1,0,6,13.41,10,0,9
248,0,2008,75,0,300,1728.12,4,0,395
249,1,2008,104,123,638,1503.38,10,0,927
250,2,2008,6,0,29,154.29,14,0,32
251,0,2009,81,3,323,1851.5,4,0,416
252,1,2009,111,99,583,1187.94,10,0,747
253,2,2009,2,0,22,125.31,14,0,41
254,0,2010,75,10,301,1662.53,4,0,399
255,1,2010,72,86,431,781.76,10,0,478
256,2,2010,7,0,35,215.43,14,0,76
257,0,2007,4,4,11,30.94,4,0,8
258,1,2007,15,15,51,75.73,10,0,99
259,2,2007,1,2,4,7.98,14,0,2
260,0,2008,178,108,764,3982.89,4,0,721
261,1,2008,421,789,1592,4689.6,10,0,4030
262,2,2008,41,31,156,576.61,14,0,167
263,0,2009,186,44,681,3672.63,4,0,654
264,1,2009,447,717,1702,5826.86,10,0,4625
265,2,2009,32,26,118,476.46,14,0,138
266,0,2010,163,59,729,3781.58,4,0,715
267,1,2010,415,531,1570,4859.77,10,0,3119
268,2,2010,31,2,139,474.45,14,0,146
269,0,2011,153,46,654,3714.43,4,0,648
270,1,2011,567,767,1764,5571.02,10,0,3494
271,2,2011,20,2,86,344.69,14,0,91
272,0,2007,4,1,10,39.5,4,0,13
273,1,2007,9,5,22,53.4,8,0,40
274,0,2008,105,62,411,4036.07,4,0,1068
275,1,2008,230,229,844,3048.2,10,0,1735
276,2,2008,5,1,29,180.09,14,0,32
277,0,2009,138,77,446,4096.09,4,0,921
278,1,2009,179,209,714,2237.85,10,0,1115
279,2,2009,1,0,18,135.76,14,0,25
280,0,2010,209,104,669,5310.62,4,0,1173
281,1,2010,235,266,739,2291.28,10,0,1210
282,2,2010,7,2,30,163.1,14,0,48
283,0,2011,209,152,714,8232.23,4,0,1485
284,1,2011,212,228,782,2836.91,10,0,1483
285,2,2011,7,1,36,190.77,14,0,48
286,0,2007,3,0,11,41.7,4,0,14
287,1,2007,3,0,18,23.05,10,0,24
288,0,2008,55,1,230,1312.33,4,0,320
289,1,2008,103,181,565,1259.58,10,0,971
290,2,2008,3,0,18,108.8,14,0,24
291,0,2009,71,13,303,1672.61,4,0,418
292,1,2009,95,190,543,1252.87,10,0,837
293,2,2009,5,0,20,138.14,14,0,32
294,0,2010,107,7,415,1903.17,4,0,574
295,1,2010,114,207,573,1191.05,10,0,791
296,2,2010,6,0,35,135.85,14,0,29
297,0,2011,120,8,538,2618.39,4,0,584
298,1,2011,81,189,494,1040.06,10,0,670
299,2,2011,4,0,25,128.7,14,0,33
300,0,2007,3,0,12,64.04,4,0,18
301,1,2007,4,12,7,16.84,10,0,16
302,0,2008,6,4,22,118.37,4,0,27
303,1,2008,25,55,69,115.75,10,0,88
304,2,2008,0,0,3,18.55,14,0,5
305,0,2007,3,1,10,34.6,4,0,10
306,1,2007,4,7,11,36.23,8,0,31
307,0,2008,74,25,259,1721.18,4,0,487
308,1,2008,92,148,487,1184.67,10,0,708
309,2,2008,3,0,17,90.99,14,0,24
310,0,2009,73,11,293,1549.34,4,0,364
311,1,2009,81,57,457,1036.42,10,0,555
312,2,2009,2,0,17,101.19,14,0,24
313,0,2010,118,11,395,1958.29,4,0,514
314,1,2010,100,47,480,1088.62,10,0,548
315,2,2010,7,0,34,191.48,14,0,58
316,0,2011,113,29,436,2391.7,4,0,457
317,1,2011,105,80,486,1090.8,10,0,575
318,2,2011,7,0,34,145.6,14,0,32
319,0,2007,7,0,25,186.63,4,0,33
320,1,2007,17,9,47,109.67,8,0,83
321,2,2007,2,0,6,34.89,14,0,11
322,0,2008,250,53,1164,10983.83,4,0,2100
323,1,2008,330,167,1345,4710.79,10,0,2793
324,2,2008,51,0,207,912.98,14,0,317
325,0,2009,251,93,979,9064.95,4,0,1720
326,1,2009,294,214,1189,4666.1,10,0,2410
327,2,2009,39,0,167,714.13,14,0,245
328,0,2010,225,65,1017,9364.84,4,0,1673
329,1,2010,308,308,1268,4741.04,10,0,2553
330,2,2010,41,0,176,647.23,14,0,205
331,0,2011,227,28,918,8298.65,4,0,1323
332,1,2011,358,409,1189,4984.03,10,0,2686
333,2,2011,25,0,90,321.94,14,0,97
334,0,2007,1,1,7,84.96,4,0,14
335,1,2007,11,8,34,171.75,12,0,82
336,2,2007,3,2,5,14.95,14,0,5
337,0,2008,127,63,617,3999.41,4,0,694
338,1,2008,517,374,1553,6464.61,10,0,4301
339,2,2008,35,18,109,537.58,14,0,157
340,0,2009,177,0,636,3596.82,4,0,656
341,1,2009,404,311,1523,6141.32,10,0,3670
342,2,2009,30,3,112,454.72,14,0,130
343,0,2010,172,30,704,4754.56,4,0,940
344,1,2010,409,84,1660,6774.59,10,0,4087
345,2,2010,40,0,136,460.19,14,0,176
346,0,2011,171,30,632,4530.23,4,0,756
347,1,2011,487,265,1702,7402.0,10,0,4441
348,2,2011,15,0,71,314.98,14,0,77
349,1,2007,7,0,15,72.93,10,0,47
350,0,2008,10,6,24,93.14,4,0,31
351,1,2008,160,246,1206,9024.57,10,0,6608
352,0,2009,4,6,7,50.92,4,0,9
353,1,2009,202,491,1443,9729.41,10,0,7148
354,0,2010,8,15,20,216.07,4,0,48
355,1,2010,206,677,1494,9639.71,10,0,7648
356,0,2011,2,0,10,29.97,4,0,11
357,1,2011,272,675,1617,10930.41,10,0,8136
358,0,2007,3,1,15,144.4,4,0,44
359,1,2007,7,4,34,80.02,10,0,65
360,2,2007,1,0,2,27.96,14,0,4
361,0,2008,2,2,8,113.13,4,0,23
362,1,2008,6,8,45,89.15,10,0,66
363,2,2008,0,0,3,30.35,14,0,5
364,0,2007,3,0,14,221.91,4,0,70
365,1,2007,8,3,21,122.99,10,0,89
366,2,2007,0,0,2,11.38,14,0,2
367,0,2008,205,64,712,10784.54,4,0,2805
368,1,2008,201,443,1049,6825.69,10,0,4668
369,2,2008,15,4,114,1542.74,14,0,333
370,0,2009,224,120,798,13120.41,4,0,2999
371,1,2009,221,479,1118,6791.22,10,0,4181
372,2,2009,16,3,130,1425.4,14,0,323
373,0,2010,356,130,1158,16505.67,4,0,3779
374,1,2010,229,375,1251,7439.0,10,0,4442
375,2,2010,28,3,152,1405.82,14,0,352
376,0,2011,405,177,1383,20965.55,4,0,4132
377,1,2011,274,332,1389,8305.32,10,0,4623
378,2,2011,44,4,185,1780.83,14,0,376
379,0,2007,2,2,12,137.5,4,0,41
380,1,2007,7,7,20,43.27,10,0,33
381,2,2007,0,0,1,8.99,14,0,1
382,0,2008,94,58,348,3032.47,4,0,728
383,1,2008,152,260,692,1868.0,10,0,1266
384,2,2008,5,2,25,211.39,14,0,51
385,0,2009,100,19,396,3315.35,4,0,771
386,1,2009,170,177,668,1636.73,10,0,994
387,2,2009,5,0,26,198.16,14,0,43
388,0,2010,195,55,725,4460.43,4,0,1112
389,1,2010,146,181,685,1787.28,10,0,954
390,2,2010,6,0,32,265.0,14,0,61
391,0,2011,213,88,872,7587.57,4,0,1424
392,1,2011,171,165,702,2051.62,10,0,1079
393,2,2011,4,0,31,265.85,14,0,49
394,0,2007,4,0,13,165.26,4,0,61
395,1,2007,18,16,72,176.53,10,0,110
396,2,2007,1,0,9,55.56,14,0,36
397,0,2008,253,4,1187,10763.35,4,0,2535
398,1,2008,401,653,1728,7460.79,10,0,4687
399,2,2008,63,2,301,1728.64,14,0,628
400,1,2009,25,69,116,759.54,10,0,438
401,2,2009,9,0,36,218.26,14,0,68
402,0,2007,3,6,17,180.82,4,0,50
403,1,2007,6,12,22,102.0,10,0,62
404,2,2007,0,0,1,9.56,14,0,4
405,0,2008,130,79,611,8291.87,4,0,1944
406,1,2008,190,384,1259,7088.75,10,0,4281
407,2,2008,12,1,82,706.08,14,0,143
408,0,2009,170,35,701,9525.37,4,0,2064
409,1,2009,208,271,1232,7118.95,10,0,3779
410,2,2009,14,0,87,697.49,14,0,140
411,0,2010,310,48,1086,10690.94,4,0,2427
412,1,2010,219,164,1273,6860.5,10,0,3924
413,2,2010,24,0,105,707.89,14,0,151
414,0,2011,286,8,1110,11667.35,4,0,2197
415,1,2011,244,41,1284,6161.14,10,0,3445
416,2,2011,38,0,152,1069.16,14,0,218
417,0,2007,2,0,9,54.93,4,0,12
418,1,2007,4,5,23,114.59,10,0,86
419,0,2008,102,10,630,5318.05,4,0,870
420,1,2008,247,528,1535,13969.3,10,0,11245
421,2,2008,2,0,41,220.31,14,0,73
422,0,2009,121,5,637,5575.06,4,0,867
423,1,2009,242,346,1749,14547.22,10,0,11176
424,2,2009,2,0,36,144.03,14,0,50
425,0,2010,161,2,730,5722.38,4,0,894
426,1,2010,283,295,1995,14652.22,10,0,11225
427,2,2010,4,0,38,137.17,14,0,48
428,0,2011,153,0,714,5038.02,4,0,766
429,1,2011,241,354,2153,14264.24,10,0,10824
430,2,2011,3,0,42,198.27,14,0,66
431,0,2008,255,69,1112,6903.46,4,0,1223
432,1,2008,386,349,1738,7654.38,10,0,4191
433,2,2008,26,5,118,853.29,14,0,148
434,0,2009,243,83,886,6375.32,4,0,1030
435,1,2009,335,487,1608,7666.12,10,0,4252
436,2,2009,18,0,79,658.31,14,0,114
437,0,2010,249,41,979,6164.66,4,0,1128
438,1,2010,375,655,1915,9156.5,10,0,5401
439,2,2010,10,0,94,557.4,14,0,108
440,0,2011,266,72,1062,7154.02,4,0,1227
441,1,2011,370,615,2101,9893.49,10,0,5872
442,2,2011,24,0,112,692.67,14,0,131
443,0,2007,5,0,16,118.2,4,0,20
444,1,2007,17,3,43,193.36,10,0,101
445,2,2007,3,2,7,23.07,14,0,8
446,0,2008,194,69,941,9236.06,4,0,1498
447,1,2008,479,318,1934,11546.01,10,0,6176
448,2,2008,42,22,149,617.09,14,0,208
449,0,2009,217,42,846,7213.67,4,0,1223
450,1,2009,434,679,1941,11735.76,10,0,5234
451,2,2009,35,0,142,552.62,14,0,161
452,0,2010,208,60,856,7350.62,4,0,1245
453,1,2010,466,615,1959,11010.54,10,0,5275
454,2,2010,33,2,149,527.27,14,0,160
455,0,2011,220,124,799,6899.57,4,0,1041
456,1,2011,605,581,1963,12042.64,10,0,5401
457,2,2011,15,2,76,372.55,14,0,92
458,0,2007,7,0,26,436.69,4,0,69
459,1,2007,12,2,56,287.99,10,0,201
460,2,2007,2,0,10,89.7,14,0,30
461,0,2008,283,15,1496,19405.67,4,0,3751
462,1,2008,380,686,2561,25372.2,10,0,16428
463,2,2008,61,7,310,2746.7,14,0,841
464,0,2009,271,0,1282,16919.08,4,0,3263
465,1,2009,418,1161,2391,27047.39,10,0,16122
466,2,2009,65,0,297,2273.62,14,0,656
467,0,2010,243,0,1243,16336.34,4,0,3249
468,1,2010,445,888,2545,28026.9,10,0,16561
469,2,2010,59,0,283,1927.76,14,0,562
470,0,2011,363,131,1456,20027.2,4,0,3611
471,1,2011,582,975,2895,32709.76,10,0,19094
472,2,2011,53,0,223,1576.97,14,0,429
473,0,2007,3,2,15,86.55,4,0,15
474,1,2007,8,5,21,80.42,10,0,57
475,2,2007,0,1,1,20.93,14,0,7
476,0,2008,139,16,627,5147.9,4,0,921
477,1,2008,420,476,1344,4702.56,10,0,3241
478,2,2008,15,21,98,424.7,14,0,123
479,0,2009,158,71,595,4667.02,4,0,844
480,1,2009,355,501,1284,4984.46,10,0,2880
481,2,2009,32,15,108,472.14,14,0,135
482,0,2010,166,87,733,7125.18,4,0,1300
483,1,2010,407,470,1425,5196.95,10,0,3339
484,2,2010,23,7,101,388.62,14,0,147
485,0,2011,226,34,834,6846.67,4,0,1148
486,1,2011,452,444,1506,5495.26,10,0,3151
487,2,2011,17,3,87,347.47,14,0,92
488,0,2007,3,0,13,70.51,4,0,19
489,1,2007,8,3,30,69.56,10,0,42
490,0,2008,89,4,346,2555.95,4,0,513
491,1,2008,119,162,697,1756.89,10,0,1073
492,2,2008,4,0,37,205.86,14,0,54
493,0,2009,99,6,420,2929.77,4,0,599
494,1,2009,105,308,824,2208.59,10,0,1287
495,2,2009,7,0,44,302.27,14,0,58
496,0,2010,187,14,774,4858.16,4,0,1112
497,1,2010,164,481,1005,2725.49,10,0,1747
498,2,2010,13,0,56,309.86,14,0,81
499,0,2011,227,12,902,6512.21,4,0,1240
500,1,2011,178,511,937,2701.2,10,0,1485
501,2,2011,14,0,75,480.52,14,0,118
502,0,2007,5,6,22,107.57,4,0,25
503,1,2007,11,6,34,81.15,10,0,67
504,2,2007,2,1,6,23.92,14,0,8
505,0,2008,269,405,1043,9394.54,4,0,1801
506,1,2008,285,71,1279,4119.53,10,0,2668
507,2,2008,62,104,192,918.68,14,0,309
508,0,2009,233,299,920,7259.27,4,0,1446
509,1,2009,230,263,1315,5709.52,10,0,3880
510,2,2009,62,87,184,1019.14,14,0,298
511,0,2010,259,179,967,7537.38,4,0,1440
512,1,2010,413,532,1563,5728.44,10,0,3999
513,2,2010,45,23,171,675.17,14,0,208
514,0,2011,252,231,911,7148.16,4,0,1208
515,1,2011,573,795,1494,5738.99,10,0,3912
516,2,2011,34,6,101,498.78,14,0,149
517,0,2007,6,1,15,80.72,4,0,27
518,1,2007,6,6,26,38.44,8,0,33
519,2,2007,2,0,4,17.94,14,0,6
520,0,2008,168,78,766,6720.87,4,0,1403
521,1,2008,233,187,790,1831.1,10,0,1278
522,2,2008,27,0,121,548.8,14,0,188
523,0,2009,158,106,670,4988.01,4,0,960
524,1,2009,320,425,973,2383.19,10,0,1548
525,2,2009,26,11,102,498.95,14,0,163
526,0,2010,180,145,656,4891.78,4,0,895
527,1,2010,395,524,1129,2742.1,10,0,1840
528,2,2010,30,4,92,311.93,14,0,101
529,0,2011,120,109,563,4191.4,4,0,696
530,1,2011,368,463,1134,3041.44,10,0,2001
531,2,2011,22,0,49,192.59,14,0,57
532,0,2007,8,6,28,232.77,4,0,40
533,1,2007,5,5,22,59.03,8,0,54
534,2,2007,3,0,5,57.81,14,0,18
535,0,2008,265,160,1246,11473.27,4,0,2150
536,1,2008,177,151,895,3139.93,10,0,2387
537,2,2008,65,15,239,1279.37,14,0,439
538,0,2009,293,209,1109,11511.23,4,0,2147
539,1,2009,195,137,938,3423.54,10,0,2440
540,2,2009,67,21,252,1413.16,14,0,425
541,0,2010,247,179,992,10516.43,4,0,2014
542,1,2010,178,111,837,2745.48,10,0,2002
543,2,2010,36,11,190,875.4,14,0,259
544,0,2007,3,1,9,22.97,4,0,5
545,1,2007,8,3,20,27.97,8,0,20
546,2,2007,2,1,4,14.95,14,0,5
547,0,2008,85,86,319,1678.62,4,0,338
548,1,2008,115,84,393,706.24,10,0,441
549,2,2008,12,4,30,75.88,14,0,22
550,0,2009,91,34,322,1651.69,4,0,304
551,1,2009,108,71,425,834.55,10,0,452
552,2,2009,10,6,19,89.77,14,0,27
553,0,2010,120,40,429,2465.2,4,0,462
554,1,2010,106,69,480,1019.05,10,0,557
555,2,2010,4,2,20,51.2,14,0,14
556,0,2011,84,30,360,2270.41,4,0,355
557,1,2011,122,74,399,1004.49,10,0,566
558,2,2011,1,0,5,15.57,14,0,3
559,0,2007,1,0,4,8.49,4,0,2
560,1,2007,3,3,13,12.03,10,0,11
561,2,2007,1,0,1,5.98,14,0,2
562,0,2008,62,14,244,744.78,4,0,151
563,1,2008,151,112,462,691.21,10,0,509
564,2,2008,13,9,36,174.69,14,0,51
565,0,2009,51,17,196,681.2,4,0,131
566,1,2009,71,46,320,581.61,10,0,346
567,2,2009,4,1,11,80.91,14,0,23
568,0,2010,22,5,106,371.24,4,0,70
569,1,2010,43,21,183,308.11,10,0,179
570,2,2010,2,1,12,35.01,14,0,11
571,0,2009,115,54,502,3019.64,4,0,509
572,1,2009,207,735,962,3052.71,10,0,2058
573,2,2009,17,0,46,629.58,14,0,144
574,0,2010,223,174,869,5263.55,4,0,894
575,1,2010,451,1115,1393,4585.74,10,0,3084
576,2,2010,45,6,173,1185.46,14,0,298
