,L1,YEAR,PR,D,F,DOLLARS,L2,OUTLET,UNITS
1951,2,2009,18,6,62,253.26,14,0,72
1952,0,2010,159,97,587,3018.56,4,0,624
1953,1,2010,338,316,881,2054.4,10,0,1230
1954,2,2010,23,4,101,282.57,14,0,97
1955,0,2011,71,34,300,1907.6,4,0,318
1956,1,2011,197,234,525,1081.27,10,0,707
1957,2,2011,15,0,51,158.21,14,0,52
1958,0,2007,4,2,15,57.23,4,0,14
1959,1,2007,14,21,40,85.01,10,0,59
1960,2,2007,2,2,5,11.36,14,0,4
1961,0,2008,161,248,695,3864.48,4,0,682
1962,1,2008,471,896,1448,4348.0,10,0,2597
1963,2,2008,38,36,101,320.92,14,0,103
1964,0,2009,173,71,689,3527.02,4,0,639
1965,1,2009,479,648,1372,4221.39,10,0,2304
1966,2,2009,35,24,112,342.08,14,0,107
1967,0,2010,197,88,693,3793.62,4,0,751
1968,1,2010,498,646,1583,4588.61,10,0,2593
1969,2,2010,33,8,131,458.4,14,0,134
1970,0,2011,170,27,625,3589.93,4,0,633
1971,1,2011,458,583,1364,4447.14,10,0,2688
1972,2,2011,31,1,83,318.12,14,0,89
1973,0,2007,1,0,3,5.99,6,0,1
1974,1,2007,5,5,10,19.55,8,0,19
1975,2,2007,2,1,5,14.65,14,0,5
1976,0,2008,94,61,368,2897.85,4,0,591
1977,1,2008,261,356,746,1479.06,10,0,972
1978,2,2008,24,8,78,262.91,14,0,85
1979,0,2009,88,30,373,1570.7,4,0,327
1980,1,2009,229,383,720,1698.69,10,0,977
1981,2,2009,13,8,53,255.89,14,0,74
1982,0,2010,123,26,442,1847.28,4,0,380
1983,1,2010,277,495,771,1514.29,10,0,988
1984,2,2010,23,13,81,200.52,14,0,72
1985,0,2011,87,33,338,1366.88,4,0,265
1986,1,2011,257,407,673,1477.21,10,0,888
1987,2,2011,5,0,31,119.25,14,0,35
1988,0,2007,5,0,17,74.5,4,0,14
1989,1,2007,12,8,29,73.69,12,0,37
1990,2,2007,2,0,4,11.96,14,0,4
1991,0,2008,186,222,810,7289.31,4,0,1242
1992,1,2008,333,341,1039,2410.96,10,0,1413
1993,2,2008,33,13,116,415.05,14,0,141
1994,0,2009,202,205,715,5820.85,4,0,1073
1995,1,2009,253,135,855,2306.52,10,0,1226
1996,2,2009,27,5,95,328.69,14,0,91
1997,0,2010,192,114,770,7472.32,4,0,1252
1998,1,2010,348,86,1152,2984.16,10,0,1649
1999,2,2010,32,0,110,346.03,14,0,127
2000,0,2011,135,67,658,6150.17,4,0,955
2001,1,2011,285,102,999,2667.59,10,0,1392
2002,2,2011,2,0,32,122.15,14,0,39
2003,0,2007,4,4,14,83.27,6,0,14
2004,1,2007,4,0,9,21.45,8,0,11
2005,2,2007,2,1,4,17.94,14,0,6
2006,0,2008,169,117,689,5214.11,4,0,1028
2007,1,2008,186,92,681,1412.45,10,0,855
2008,2,2008,30,17,97,413.24,14,0,138
2009,0,2009,136,44,571,3498.39,4,0,711
2010,1,2009,161,49,621,1544.6,10,0,776
2011,2,2009,13,0,60,324.71,14,0,101
2012,0,2010,162,108,606,3335.19,4,0,714
2013,1,2010,221,161,779,1816.8,10,0,981
2014,2,2010,18,2,80,289.3,14,0,82
2015,0,2011,125,84,501,2723.47,4,0,457
2016,1,2011,276,220,896,2180.33,10,0,1155
2017,2,2011,9,0,42,108.63,14,0,35
2018,0,2007,3,0,11,63.83,4,0,18
2019,1,2007,1,3,9,40.43,10,0,36
2020,2,2007,0,0,2,14.76,14,0,4
2021,0,2008,96,19,367,3402.58,4,0,723
2022,1,2008,204,412,867,3969.31,10,0,3129
2023,2,2008,5,0,58,417.84,14,0,82
2024,0,2009,96,19,447,3411.22,4,0,735
2025,1,2009,238,485,890,4481.13,10,0,3315
2026,2,2009,8,1,52,346.66,14,0,94
2027,0,2010,135,12,546,3168.93,4,0,794
2028,1,2010,342,533,1088,4367.8,10,0,3255
2029,2,2010,16,0,64,401.77,14,0,99
2030,0,2011,117,2,511,2839.32,4,0,538
2031,1,2011,139,375,764,2705.73,10,0,1779
2032,2,2011,11,0,49,245.26,14,0,54
2033,0,2008,0,0,15,219.92,1,0,70
2034,1,2008,4,4,13,248.74,12,0,27
2035,0,2009,0,0,19,255.94,1,0,79
2036,1,2009,4,0,11,182.85,12,0,19
2037,0,2010,1,0,16,257.71,1,0,70
2038,1,2010,6,0,17,212.85,12,0,31
2039,0,2011,1,0,4,209.54,1,0,57
2040,1,2011,0,0,4,78.14,12,0,11
2041,0,2008,5,1,31,236.5,4,0,36
2042,1,2008,3,16,61,162.14,10,0,111
2043,2,2008,0,0,3,21.97,14,0,3
2044,0,2009,66,21,305,1898.22,4,0,439
2045,1,2009,140,271,685,1891.29,10,0,1153
2046,2,2009,1,0,28,170.41,14,0,33
2047,0,2010,63,0,255,1398.92,4,0,357
2048,1,2010,72,127,433,1034.35,10,0,668
2049,2,2010,4,0,26,116.47,14,0,33
2050,0,2007,1,0,19,111.37,4,0,27
2051,1,2007,4,2,32,79.35,10,0,59
2052,2,2007,2,0,7,39.19,14,0,31
2053,0,2008,224,0,1139,10745.34,4,0,2325
2054,1,2008,323,358,1507,6043.77,10,0,3865
2055,2,2008,56,0,222,1545.4,14,0,633
2056,0,2009,279,27,1087,10029.15,4,0,2013
2057,1,2009,270,461,1346,6099.05,10,0,3494
2058,2,2009,64,0,194,1248.83,14,0,412
2059,0,2010,288,6,1248,11225.61,4,0,2324
2060,1,2010,329,546,1504,6443.11,10,0,3842
2061,2,2010,43,0,209,1248.42,14,0,397
2062,0,2011,299,10,1264,11869.67,4,0,2155
2063,1,2011,373,205,1772,6629.51,10,0,3538
2064,2,2011,75,0,244,1175.37,14,0,374
2065,0,2007,3,0,13,29.47,4,0,6
2066,1,2007,5,0,8,16.84,12,0,16
2067,0,2008,70,10,245,1354.85,4,0,329
2068,1,2008,116,140,577,1483.58,10,0,949
2069,2,2008,5,0,21,126.47,14,0,27
2070,0,2009,75,4,296,1493.98,4,0,331
2071,1,2009,92,255,657,1579.25,10,0,956
2072,2,2009,4,0,22,121.98,14,0,24
2073,0,2010,101,15,370,1745.75,4,0,421
2074,1,2010,157,299,653,1623.85,10,0,979
2075,2,2010,10,0,44,167.69,14,0,43
2076,0,2011,112,27,442,2338.29,4,0,429
2077,1,2011,157,279,661,1601.86,10,0,921
2078,2,2011,5,0,29,135.4,14,0,41
2079,0,2007,6,0,17,97.5,4,0,22
2080,1,2007,12,13,27,78.67,10,0,51
2081,2,2007,2,0,7,17.14,14,0,6
2082,0,2008,168,39,798,4203.68,4,0,706
2083,1,2008,277,410,1250,4653.81,10,0,3426
2084,2,2008,35,0,142,604.93,14,0,184
2085,0,2009,184,78,691,3737.31,4,0,724
2086,1,2009,325,528,1162,4984.41,10,0,3682
2087,2,2009,32,5,133,495.55,14,0,140
2088,0,2010,182,153,734,3904.11,4,0,798
2089,1,2010,372,546,1350,5209.77,10,0,3891
2090,2,2010,37,8,123,412.14,14,0,142
2091,0,2011,188,37,663,3610.89,4,0,621
2092,1,2011,443,723,1474,5352.29,10,0,3882
2093,2,2011,17,3,68,304.98,14,0,97
2094,0,2007,6,0,22,226.24,4,0,54
2095,1,2007,14,14,52,268.43,10,0,143
2096,2,2007,2,0,8,55.52,14,0,38
2097,0,2008,319,0,1403,16701.77,4,0,3422
2098,1,2008,463,759,1950,10713.77,10,0,6289
2099,2,2008,72,0,281,2564.86,14,0,974
2100,0,2009,340,28,1339,16751.97,4,0,3275
2101,1,2009,398,720,2056,13811.25,10,0,7659
2102,2,2009,67,0,260,2131.94,14,0,757
2103,0,2010,426,29,1560,17571.39,4,0,3643
2104,1,2010,481,521,2282,14342.37,10,0,8213
2105,2,2010,76,0,298,1890.18,14,0,675
2106,0,2011,392,32,1522,19802.36,4,0,3502
2107,1,2011,562,284,2431,14302.57,10,0,7350
2108,2,2011,80,0,284,1599.7,14,0,545
2109,0,2008,217,14,1131,9509.27,4,0,2128
2110,1,2008,539,692,1753,6700.22,10,0,4555
2111,2,2008,53,5,227,1099.26,14,0,479
2112,0,2009,269,93,1073,8839.35,4,0,1849
2113,1,2009,396,590,1421,7120.03,10,0,4258
2114,2,2009,54,2,210,994.22,14,0,382
2115,0,2010,334,145,1177,9292.09,4,0,2117
2116,1,2010,403,725,1735,7576.2,10,0,4596
2117,2,2010,45,4,167,730.86,14,0,285
2118,0,2011,213,25,1086,8053.54,4,0,1545
2119,1,2011,505,697,1813,9312.83,10,0,5139
2120,2,2011,49,0,194,712.71,14,0,258
2121,0,2007,4,0,14,44.13,4,0,14
2122,1,2007,9,5,32,113.34,10,0,72
2123,2,2007,2,0,8,35.72,14,0,27
2124,0,2008,265,1,1127,9674.28,4,0,2142
2125,1,2008,334,252,1528,5742.63,10,0,3630
2126,2,2008,45,0,232,1384.75,14,0,547
2127,0,2009,243,55,916,8503.56,4,0,1754
2128,1,2009,300,332,1362,5109.1,10,0,2765
2129,2,2009,32,8,187,964.62,14,0,355
2130,0,2010,272,53,1051,8581.19,4,0,1931
2131,1,2010,296,209,1521,5391.98,10,0,3883
2132,2,2010,45,2,168,942.72,14,0,343
2133,0,2011,231,30,1040,10481.68,4,0,2012
2134,1,2011,306,255,1611,5913.85,10,0,3609
2135,2,2011,34,0,169,595.97,14,0,203
2136,0,2007,3,0,13,95.09,6,0,19
2137,1,2007,3,3,19,91.23,10,0,53
2138,2,2007,1,0,2,17.14,14,0,6
2139,0,2008,187,64,823,4858.51,4,0,842
2140,1,2008,196,89,1152,5527.61,10,0,3856
2141,2,2008,46,17,152,633.62,14,0,196
2142,0,2009,170,64,711,4162.51,4,0,728
2143,1,2009,194,220,1271,6375.43,10,0,4573
2144,2,2009,22,5,96,432.35,14,0,136
2145,0,2010,3,5,12,63.4,4,0,10
2146,1,2010,3,0,22,38.52,10,0,20
2147,0,2007,5,1,17,119.39,4,0,35
2148,1,2007,9,11,40,135.66,15,0,74
2149,2,2007,2,0,9,63.07,14,0,52
2150,0,2008,279,7,1283,11681.63,4,0,2522
2151,1,2008,351,439,1529,6604.26,10,0,3923
2152,2,2008,66,0,281,1862.23,14,0,729
2153,0,2009,287,23,1205,11432.07,4,0,2323
2154,1,2009,349,492,1602,7596.39,10,0,4050
2155,2,2009,75,0,253,1477.33,14,0,569
2156,0,2010,318,41,1314,12167.39,4,0,2599
2157,1,2010,421,569,1849,8721.79,10,0,4908
2158,2,2010,70,0,275,1605.09,14,0,550
2159,0,2011,215,12,864,9074.2,4,0,1801
2160,1,2011,284,595,1194,5125.03,10,0,2900
2161,2,2011,45,0,192,1050.63,14,0,319
2162,0,2007,4,0,19,134.76,4,0,44
2163,1,2007,19,16,68,219.97,10,0,121
2164,2,2007,1,0,9,53.35,14,0,37
2165,0,2008,268,0,1265,10149.02,4,0,2308
2166,1,2008,591,852,2184,9737.97,10,0,5643
2167,2,2008,63,0,296,1889.21,14,0,748
2168,0,2009,301,11,1239,9861.74,4,0,2124
2169,1,2009,495,801,1936,10666.88,10,0,5296
2170,2,2009,71,0,288,1683.07,14,0,582
2171,0,2010,320,48,1350,10922.24,4,0,2363
2172,1,2010,466,451,2049,11052.76,10,0,5736
2173,2,2010,64,2,288,1761.14,14,0,596
2174,0,2011,328,23,1293,12798.49,4,0,2391
2175,1,2011,446,270,2069,10546.8,10,0,5260
2176,2,2011,65,0,272,1436.21,14,0,463
2177,0,2007,3,0,12,99.68,4,0,36
2178,1,2007,13,20,36,85.95,10,0,65
2179,2,2007,1,0,7,31.7,14,0,30
2180,0,2008,245,0,1169,11090.62,4,0,2552
2181,1,2008,636,1042,1672,6632.23,10,0,4413
2182,2,2008,48,0,244,1379.94,14,0,579
2183,0,2009,276,12,1056,9196.17,4,0,1982
2184,1,2009,488,882,1489,6861.44,10,0,3577
2185,2,2009,66,2,222,1262.76,14,0,464
2186,0,2010,306,112,1303,10775.31,4,0,2395
2187,1,2010,531,1065,1754,8422.96,10,0,4728
2188,2,2010,61,1,202,1000.24,14,0,419
2189,0,2011,323,54,1320,13639.8,4,0,2511
2190,1,2011,503,584,1913,9137.7,10,0,4664
2191,2,2011,47,1,239,1078.49,14,0,388
2192,0,2008,168,0,699,6603.56,4,0,1476
2193,1,2008,322,645,905,3962.31,10,0,2618
2194,2,2008,43,0,163,983.25,14,0,402
2195,0,2009,196,81,784,7588.89,4,0,1646
2196,1,2009,459,969,1199,5216.37,10,0,3259
2197,2,2009,50,2,210,1318.94,14,0,415
2198,0,2010,214,12,897,7903.2,4,0,1823
2199,1,2010,428,917,1422,6015.27,10,0,3956
2200,2,2010,51,0,199,1258.54,14,0,387
2201,0,2011,170,7,787,8986.49,4,0,1713
2202,1,2011,428,1020,1549,6790.56,10,0,4035
2203,2,2011,34,0,175,894.91,14,0,246
2204,0,2009,111,48,377,3194.69,4,0,568
2205,1,2009,188,71,730,3455.0,10,0,1958
2206,2,2009,24,0,55,245.75,14,0,72
2207,0,2010,236,68,917,9671.38,4,0,2030
2208,1,2010,373,179,1760,7962.8,10,0,4881
2209,2,2010,39,2,153,699.16,14,0,204
2210,0,2011,244,28,889,7914.46,4,0,1271
2211,1,2011,493,267,1810,8582.17,10,0,4709
2212,2,2011,31,8,104,425.68,14,0,122
2213,0,2007,3,0,10,57.43,4,0,12
2214,1,2007,15,11,30,82.13,10,0,54
2215,2,2007,2,2,4,11.96,14,0,4
2216,0,2008,175,38,847,5942.66,4,0,970
2217,1,2008,502,736,1421,5117.1,10,0,2821
2218,2,2008,29,28,113,401.54,14,0,126
2219,0,2009,184,80,690,4308.11,4,0,781
2220,1,2009,520,798,1377,5228.1,10,0,2658
2221,2,2009,26,15,99,421.73,14,0,122
2222,0,2010,189,102,737,5624.56,4,0,1037
2223,1,2010,574,877,1471,4801.26,10,0,2530
2224,2,2010,35,0,114,388.03,14,0,134
2225,0,2011,155,85,592,4903.22,4,0,755
2226,1,2011,496,857,1250,4262.91,10,0,2382
2227,2,2011,11,0,54,224.66,14,0,54
2228,0,2007,5,0,16,38.96,4,0,10
2229,1,2007,10,5,30,45.64,8,0,34
2230,2,2007,1,0,1,2.99,14,0,1
2231,0,2008,134,32,587,2978.15,4,0,549
2232,1,2008,287,257,973,2146.04,10,0,1410
2233,2,2008,25,4,74,202.99,14,0,67
2234,0,2009,134,107,472,2695.41,4,0,510
2235,1,2009,282,291,829,2099.77,10,0,1206
2236,2,2009,26,20,80,279.27,14,0,93
2237,0,2010,180,172,587,3643.88,4,0,691
2238,1,2010,326,260,948,1918.77,10,0,1166
2239,2,2010,20,1,79,242.13,14,0,84
2240,0,2011,118,90,472,2838.55,4,0,494
2241,1,2011,254,309,858,2133.57,10,0,1222
2242,2,2011,7,0,38,138.42,14,0,52
2243,0,2007,3,0,14,130.3,4,0,31
2244,1,2007,5,1,23,101.86,10,0,52
2245,2,2007,0,0,1,2.39,14,0,1
2246,0,2008,119,11,540,5383.62,4,0,1256
2247,1,2008,153,193,1146,5871.83,10,0,3439
2248,2,2008,4,0,52,356.01,14,0,82
2249,0,2009,155,25,637,6122.4,4,0,1374
2250,1,2009,186,206,1337,6063.46,10,0,3297
2251,2,2009,7,0,41,261.0,14,0,69
2252,0,2010,271,58,945,8110.63,4,0,2077
2253,1,2010,282,421,1414,6005.64,10,0,3458
2254,2,2010,8,2,70,390.41,14,0,102
2255,0,2011,287,1,1055,8783.15,4,0,1720
2256,1,2011,395,554,1614,6942.45,10,0,3818
2257,2,2011,10,0,79,357.09,14,0,82
2258,0,2007,3,0,21,142.77,4,0,37
2259,1,2007,4,5,19,133.73,0,0,81
2260,2,2007,0,0,2,49.74,14,0,6
2261,0,2008,140,28,598,6149.86,4,0,1318
2262,1,2008,269,426,1339,7866.59,10,0,4532
2263,2,2008,6,1,64,429.6,14,0,94
2264,0,2009,159,36,654,6632.82,4,0,1434
2265,1,2009,390,605,1456,8733.99,10,0,5262
2266,2,2009,9,1,85,613.24,14,0,128
2267,0,2010,281,48,935,7544.03,4,0,1763
2268,1,2010,267,406,1589,8656.37,10,0,5238
2269,2,2010,17,0,91,548.42,14,0,132
2270,0,2011,284,14,1017,9365.29,4,0,1721
2271,1,2011,379,791,1771,8133.29,10,0,4962
2272,2,2011,13,0,67,421.64,14,0,95
2273,0,2007,2,0,11,45.87,4,0,9
2274,1,2007,7,2,23,127.87,10,0,80
2275,2,2007,0,0,2,9.98,14,0,2
2276,0,2008,102,18,518,3876.3,4,0,807
2277,1,2008,198,158,1233,6166.02,10,0,4706
2278,2,2008,1,0,53,396.1,14,0,70
2279,0,2009,110,16,513,3943.82,4,0,784
2280,1,2009,239,286,1429,6962.38,10,0,4976
2281,2,2009,6,0,65,461.53,14,0,91
2282,0,2010,157,25,693,4344.35,4,0,941
2283,1,2010,285,513,1635,7126.5,10,0,5361
2284,2,2010,10,0,67,356.67,14,0,82
2285,0,2011,175,5,789,5204.56,4,0,1009
2286,1,2011,408,468,1928,7915.12,10,0,5807
2287,2,2011,19,0,86,728.45,14,0,163
2288,0,2007,4,0,17,101.49,4,0,32
2289,1,2007,12,19,52,177.69,10,0,122
2290,2,2007,1,0,8,30.85,14,0,18
2291,0,2008,216,0,985,6233.98,4,0,1585
2292,1,2008,413,561,1623,7498.98,10,0,5774
2293,2,2008,61,0,266,1665.96,14,0,579
2294,0,2009,210,19,932,5812.77,4,0,1394
2295,1,2009,324,580,1568,7919.41,10,0,5604
2296,2,2009,60,0,276,1763.64,14,0,529
2297,0,2010,233,27,1096,7095.93,4,0,1738
2298,1,2010,364,532,1577,8706.68,10,0,6121
2299,2,2010,57,0,245,1516.78,14,0,452
2300,0,2011,216,0,1017,7447.66,4,0,1483
2301,1,2011,401,399,1935,9494.37,10,0,6241
2302,2,2011,58,0,271,1259.37,14,0,363
2303,0,2008,131,0,564,4188.88,4,0,904
2304,1,2008,208,413,738,2833.15,10,0,1436
2305,2,2008,31,0,129,768.87,14,0,291
2306,0,2009,245,11,1020,7244.11,4,0,1561
2307,1,2009,340,781,1254,5380.92,10,0,2680
2308,2,2009,59,0,207,1228.75,14,0,433
2309,0,2010,238,38,1141,8132.85,4,0,1847
2310,1,2010,383,777,1442,5294.56,10,0,2643
2311,2,2010,33,4,230,1308.39,14,0,474
2312,0,2011,216,10,975,7114.36,4,0,1287
2313,1,2011,334,393,1322,4773.9,10,0,2262
2314,2,2011,46,0,210,902.86,14,0,335
2315,0,2007,6,0,27,341.7,4,0,107
2316,1,2007,19,29,66,364.07,10,0,196
2317,2,2007,1,0,6,35.8,14,0,37
2318,0,2008,372,4,1661,25713.55,4,0,5681
2319,1,2008,670,1364,2828,17713.42,10,0,10676
2320,2,2008,63,0,292,2258.03,14,0,853
2321,0,2009,348,50,1549,20889.9,4,0,4222
2322,1,2009,548,1145,2274,17299.78,10,0,9330
2323,2,2009,73,0,279,1756.9,14,0,611
2324,0,2010,344,39,1688,19871.47,4,0,4299
2325,1,2010,637,1230,2365,17693.81,10,0,10266
2326,2,2010,63,0,273,1429.53,14,0,476
2327,0,2011,369,21,1611,21399.32,4,0,3790
2328,1,2011,581,834,2465,17319.16,10,0,9746
2329,2,2011,67,0,259,1308.66,14,0,370
2330,0,2007,3,0,13,70.42,4,0,17
2331,1,2007,4,0,13,35.24,11,0,27
2332,2,2007,0,0,1,4.78,14,0,2
2333,0,2008,66,2,288,2409.56,4,0,544
2334,1,2008,93,101,609,1695.8,10,0,1218
2335,2,2008,12,3,34,200.73,14,0,53
2336,0,2009,88,2,371,2933.46,4,0,681
2337,1,2009,103,110,627,1513.02,10,0,908
2338,2,2009,4,0,24,140.62,14,0,35
2339,0,2010,155,12,606,4019.57,4,0,1062
2340,1,2010,144,163,787,1875.22,10,0,1160
2341,2,2010,8,0,47,222.66,14,0,59
2342,0,2011,170,14,711,4896.26,4,0,1032
2343,1,2011,143,183,776,1925.26,10,0,1071
2344,2,2011,5,0,32,206.58,14,0,48
2345,0,2009,193,30,869,4581.79,4,0,890
2346,1,2009,288,340,1181,4403.97,10,0,2523
2347,2,2009,44,2,195,1049.88,14,0,309
2348,0,2010,207,46,959,4759.22,4,0,974
2349,1,2010,328,236,1371,4656.78,10,0,2821
2350,2,2010,49,0,195,880.59,14,0,269
2351,0,2011,186,14,812,4441.34,4,0,807
2352,1,2011,335,196,1520,5434.88,10,0,2946
2353,2,2011,46,0,169,815.5,14,0,231
2354,0,2007,3,0,14,96.76,4,0,30
2355,1,2007,11,13,59,226.86,10,0,190
2356,2,2007,1,0,6,22.09,14,0,21
2357,0,2008,216,3,999,5519.75,4,0,1269
2358,1,2008,461,814,2282,18674.37,10,0,15550
2359,2,2008,47,0,224,1405.01,14,0,486
2360,0,2009,211,14,878,5086.74,4,0,1118
2361,1,2009,284,587,2016,17417.12,10,0,12395
2362,2,2009,69,0,236,1110.61,14,0,390
2363,0,2010,231,9,1029,5923.07,4,0,1477
2364,1,2010,369,641,2397,18612.7,10,0,13776
2365,2,2010,61,0,233,1087.34,14,0,342
2366,0,2011,208,8,969,6038.72,4,0,1216
2367,1,2011,436,632,2300,16364.39,10,0,11699
2368,2,2011,47,0,186,954.58,14,0,281
2369,0,2010,38,8,142,919.35,4,0,190
2370,1,2010,37,65,174,669.83,10,0,353
2371,2,2010,4,0,16,55.99,14,0,23
2372,0,2011,270,8,1221,10570.12,4,0,2012
2373,1,2011,431,530,1699,6852.17,10,0,3860
2374,2,2011,34,7,185,799.53,14,0,293
2375,0,2007,5,0,17,143.46,4,0,49
2376,1,2007,14,14,46,196.35,10,0,106
2377,2,2007,1,0,7,37.66,14,0,35
2378,0,2008,292,0,1339,16426.27,4,0,3867
2379,1,2008,405,409,1971,8604.88,10,0,5456
2380,2,2008,59,0,227,1905.65,14,0,789
2381,0,2009,316,25,1144,13018.24,4,0,2880
2382,1,2009,309,462,1529,7394.97,10,0,4003
2383,2,2009,53,0,219,1573.72,14,0,570
2384,0,2010,323,71,1309,14535.79,4,0,3387
2385,1,2010,312,589,1718,7315.59,10,0,4235
2386,2,2010,70,0,258,1628.61,14,0,614
2387,0,2011,299,7,1258,15550.27,4,0,2937
2388,1,2011,401,370,1881,7826.24,10,0,4317
2389,2,2011,71,0,231,1265.83,14,0,413
2390,0,2007,0,0,1,8.99,5,0,1
2391,1,2007,10,13,26,60.38,8,0,51
2392,2,2007,1,0,3,2.99,14,0,1
2393,0,2008,123,80,482,2088.14,4,0,392
2394,1,2008,408,500,1071,2841.03,10,0,1735
2395,2,2008,25,25,87,296.99,14,0,95
2396,0,2009,110,38,452,2095.27,4,0,382
2397,1,2009,366,482,1107,3421.58,10,0,2134
2398,2,2009,28,1,114,552.49,14,0,161
2399,0,2010,151,72,546,2649.27,4,0,482
2400,1,2010,369,413,1208,3201.66,10,0,2447
2401,2,2010,57,2,142,471.57,14,0,142
2402,0,2011,116,41,465,2285.4,4,0,381
2403,1,2011,370,635,1029,3089.59,10,0,2326
2404,2,2011,20,2,71,281.77,14,0,87
2405,0,2007,4,0,19,99.2,4,0,28
2406,1,2007,14,19,36,168.83,12,0,106
2407,2,2007,1,0,8,60.13,14,0,47
2408,0,2008,274,19,1274,12297.92,4,0,3046
2409,1,2008,412,827,1732,6907.56,10,0,4848
2410,2,2008,55,0,276,2140.7,14,0,889
2411,0,2009,320,36,1157,10017.54,4,0,2266
2412,1,2009,322,670,1470,6234.65,10,0,3870
2413,2,2009,87,9,284,1829.44,14,0,680
2414,0,2010,296,36,1183,9731.59,4,0,2305
2415,1,2010,445,566,1677,6769.2,10,0,4175
2416,2,2010,68,0,234,1482.04,14,0,515
2417,0,2011,261,15,1070,9455.21,4,0,1899
2418,1,2011,419,412,1641,6043.39,10,0,3714
2419,2,2011,61,0,211,1056.61,14,0,351
2420,0,2007,3,0,16,56.51,4,0,13
2421,1,2007,8,9,28,65.54,10,0,42
2422,2,2007,1,0,5,30.69,14,0,31
2423,0,2008,158,2,814,4576.74,4,0,1058
2424,1,2008,261,265,1099,4192.87,10,0,2777
2425,2,2008,43,0,206,1052.07,14,0,399
2426,0,2009,195,18,851,4459.58,4,0,952
2427,1,2009,229,256,1079,4257.94,10,0,2608
2428,2,2009,38,0,176,949.61,14,0,318
2429,0,2010,193,31,916,4219.94,4,0,1005
2430,1,2010,298,195,1299,5254.78,10,0,2959
2431,2,2010,50,0,233,1107.11,14,0,362
2432,0,2011,211,11,877,4760.72,4,0,974
2433,1,2011,296,248,1414,5744.12,10,0,3518
2434,2,2011,37,0,204,1151.65,14,0,366
2435,0,2007,5,0,13,112.11,4,0,42
2436,1,2007,12,6,49,95.08,10,0,61
2437,2,2007,1,0,6,24.0,14,0,20
2438,0,2008,245,0,1105,7456.45,4,0,1717
2439,1,2008,425,611,1602,5416.16,10,0,3358
2440,2,2008,52,5,219,1250.91,14,0,466
2441,0,2009,254,22,1034,7109.67,4,0,1550
2442,1,2009,318,298,1412,5588.39,10,0,2902
2443,2,2009,49,0,201,1137.18,14,0,369
2444,0,2010,255,29,1131,7492.04,4,0,1669
2445,1,2010,358,178,1502,5699.61,10,0,3466
2446,2,2010,48,0,228,1243.87,14,0,395
2447,0,2011,256,12,1152,8582.85,4,0,1680
2448,1,2011,355,88,1682,6612.72,10,0,3493
2449,2,2011,76,0,260,1325.08,14,0,380
2450,0,2007,3,0,15,90.31,4,0,18
2451,1,2007,6,5,20,50.61,10,0,24
2452,0,2008,84,4,535,3885.17,4,0,697
2453,1,2008,358,759,1300,4615.75,10,0,2664
2454,2,2008,4,0,48,249.24,14,0,60
2455,0,2009,101,11,531,3793.99,4,0,688
2456,1,2009,293,491,1280,4829.28,10,0,2385
2457,2,2009,4,0,38,241.97,14,0,54
2458,0,2010,269,50,946,5673.53,4,0,1176
2459,1,2010,351,422,1323,4707.63,10,0,2504
2460,2,2010,12,3,70,380.55,14,0,81
2461,0,2011,231,28,948,6546.17,4,0,1079
2462,1,2011,329,375,1422,4883.76,10,0,2424
2463,2,2011,15,0,93,513.83,14,0,126
2464,0,2007,4,0,21,274.16,4,0,40
2465,1,2007,13,20,49,266.4,10,0,208
2466,2,2007,2,0,8,47.04,14,0,16
2467,0,2008,275,55,1347,18903.57,4,0,3172
2468,1,2008,520,752,2187,15868.87,10,0,11413
2469,2,2008,61,14,263,1942.82,14,0,592
2470,0,2009,41,34,319,4277.51,4,0,703
2471,1,2009,174,160,675,4416.39,10,0,2686
2472,2,2009,13,2,53,373.06,14,0,102
2473,0,2007,7,0,18,95.58,4,0,27
2474,1,2007,14,12,55,211.37,10,0,107
2475,2,2007,1,0,7,35.41,14,0,19
2476,0,2008,242,11,1159,7402.36,4,0,1551
2477,1,2008,393,755,1858,8420.1,10,0,5093
2478,2,2008,52,0,239,1067.12,14,0,393
2479,0,2009,212,4,906,6425.54,4,0,1297
2480,1,2009,353,756,1565,9896.01,10,0,5146
2481,2,2009,53,0,194,830.08,14,0,281
2482,0,2010,254,2,1170,7279.35,4,0,1646
2483,1,2010,436,777,1986,9014.7,10,0,5281
2484,2,2010,61,0,220,935.98,14,0,332
2485,0,2011,252,28,1140,7871.51,4,0,1481
2486,1,2011,409,653,2073,9115.15,10,0,4860
2487,2,2011,51,0,232,918.07,14,0,303
2488,0,2007,4,3,20,151.42,4,0,44
2489,1,2007,7,3,29,138.93,10,0,80
2490,2,2007,0,0,1,2.39,14,0,1
2491,0,2008,132,32,727,7342.82,4,0,1484
2492,1,2008,152,97,1314,7982.14,10,0,4246
2493,2,2008,7,0,86,602.7,14,0,133
2494,0,2009,153,21,736,7203.57,4,0,1456
2495,1,2009,222,285,1373,8934.99,10,0,4358
2496,2,2009,7,0,71,581.86,14,0,109
2497,0,2010,246,29,918,6933.98,4,0,1477
2498,1,2010,251,253,1293,7454.93,10,0,3907
2499,2,2010,13,0,98,632.62,14,0,127
2500,0,2011,210,15,887,6866.7,4,0,1183
